// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\85ff9dab-d70c-40f7-ac3f-7c83f3589f19
// command took 2,01s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\85ff9dab-d70c-40f7-ac3f-7c83f3589f19
// command took 2,95s and exited with 0
// ***** Done, took 00:00:05 (5.1 sec)   *****
// Found 5 benchmarks:
//   ArrayAccessMethods.ForCacheArray: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.For: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.ForEach: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqAggregate: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqSum: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ArrayAccessMethods.ForCacheArray: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "85ff9dab-d70c-40f7-ac3f-7c83f3589f19.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.ForCacheArray" --job "Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 0 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\85ff9dab-d70c-40f7-ac3f-7c83f3589f19\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-DSHMVB(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 387000.00 ns, 387.0000 us/op
WorkloadResult   6: 1 op, 31700.00 ns, 31.7000 us/op
WorkloadResult   7: 1 op, 33900.00 ns, 33.9000 us/op
WorkloadResult   8: 1 op, 34300.00 ns, 34.3000 us/op
WorkloadResult   9: 1 op, 32300.00 ns, 32.3000 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 32.8889 us, StdErr = 0.3935 us (1.20%); N = 9, StdDev = 1.1805 us
Min = 31.7000 us, Q1 = 32.1500 us, Median = 32.3000 us, Q3 = 34.1000 us, Max = 35.0000 us
IQR = 1.9500 us, LowerFence = 29.2250 us, UpperFence = 37.0250 us
ConfidenceInterval = [30.9051 us; 34.8727 us] (CI 99.9%), Margin = 1.9838 us (6.03% of Mean)
Skewness = 0.68, Kurtosis = 1.6, MValue = 2.67

// **************************
// Benchmark: ArrayAccessMethods.For: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "85ff9dab-d70c-40f7-ac3f-7c83f3589f19.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.For" --job "Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\85ff9dab-d70c-40f7-ac3f-7c83f3589f19\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-NKCPFT(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 351100.00 ns, 351.1000 us/op
WorkloadJitting  1: 1 op, 392000.00 ns, 392.0000 us/op

OverheadWarmup   1: 1 op, 3500.00 ns, 3.5000 us/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   5: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   6: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   7: 1 op, 300.00 ns, 300.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   7: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   8: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   9: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  10: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  11: 1 op, 1900.00 ns, 1.9000 us/op
OverheadActual  12: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  13: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  14: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 300.00 ns, 300.0000 ns/op

WorkloadWarmup   1: 1 op, 43300.00 ns, 43.3000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 45300.00 ns, 45.3000 us/op
WorkloadActual   2: 1 op, 41600.00 ns, 41.6000 us/op
WorkloadActual   3: 1 op, 36900.00 ns, 36.9000 us/op
WorkloadActual   4: 1 op, 45300.00 ns, 45.3000 us/op
WorkloadActual   5: 1 op, 36900.00 ns, 36.9000 us/op
WorkloadActual   6: 1 op, 41500.00 ns, 41.5000 us/op
WorkloadActual   7: 1 op, 38200.00 ns, 38.2000 us/op
WorkloadActual   8: 1 op, 42900.00 ns, 42.9000 us/op
WorkloadActual   9: 1 op, 41700.00 ns, 41.7000 us/op
WorkloadActual  10: 1 op, 40900.00 ns, 40.9000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 45000.00 ns, 45.0000 us/op
WorkloadResult   2: 1 op, 41300.00 ns, 41.3000 us/op
WorkloadResult   3: 1 op, 36600.00 ns, 36.6000 us/op
WorkloadResult   4: 1 op, 45000.00 ns, 45.0000 us/op
WorkloadResult   5: 1 op, 36600.00 ns, 36.6000 us/op
WorkloadResult   6: 1 op, 41200.00 ns, 41.2000 us/op
WorkloadResult   7: 1 op, 37900.00 ns, 37.9000 us/op
WorkloadResult   8: 1 op, 42600.00 ns, 42.6000 us/op
WorkloadResult   9: 1 op, 41400.00 ns, 41.4000 us/op
WorkloadResult  10: 1 op, 40600.00 ns, 40.6000 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 40.8200 us, StdErr = 0.9604 us (2.35%); N = 10, StdDev = 3.0371 us
Min = 36.6000 us, Q1 = 37.9000 us, Median = 41.2500 us, Q3 = 42.6000 us, Max = 45.0000 us
IQR = 4.7000 us, LowerFence = 30.8500 us, UpperFence = 49.6500 us
ConfidenceInterval = [36.2283 us; 45.4117 us] (CI 99.9%), Margin = 4.5917 us (11.25% of Mean)
Skewness = -0.08, Kurtosis = 1.56, MValue = 3.2

// **************************
// Benchmark: ArrayAccessMethods.ForEach: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "85ff9dab-d70c-40f7-ac3f-7c83f3589f19.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.ForEach" --job "Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 2 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\85ff9dab-d70c-40f7-ac3f-7c83f3589f19\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-VFSIWE(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 361200.00 ns, 361.2000 us/op
WorkloadJitting  1: 1 op, 371900.00 ns, 371.9000 us/op

OverheadWarmup   1: 1 op, 3600.00 ns, 3.6000 us/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   8: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   9: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  12: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 36500.00 ns, 36.5000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 37700.00 ns, 37.7000 us/op
WorkloadActual   2: 1 op, 32500.00 ns, 32.5000 us/op
WorkloadActual   3: 1 op, 32500.00 ns, 32.5000 us/op
WorkloadActual   4: 1 op, 36800.00 ns, 36.8000 us/op
WorkloadActual   5: 1 op, 32300.00 ns, 32.3000 us/op
WorkloadActual   6: 1 op, 36200.00 ns, 36.2000 us/op
WorkloadActual   7: 1 op, 33400.00 ns, 33.4000 us/op
WorkloadActual   8: 1 op, 34800.00 ns, 34.8000 us/op
WorkloadActual   9: 1 op, 32500.00 ns, 32.5000 us/op
WorkloadActual  10: 1 op, 32600.00 ns, 32.6000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 37500.00 ns, 37.5000 us/op
WorkloadResult   2: 1 op, 32300.00 ns, 32.3000 us/op
WorkloadResult   3: 1 op, 32300.00 ns, 32.3000 us/op
WorkloadResult   4: 1 op, 36600.00 ns, 36.6000 us/op
WorkloadResult   5: 1 op, 32100.00 ns, 32.1000 us/op
WorkloadResult   6: 1 op, 36000.00 ns, 36.0000 us/op
WorkloadResult   7: 1 op, 33200.00 ns, 33.2000 us/op
WorkloadResult   8: 1 op, 34600.00 ns, 34.6000 us/op
WorkloadResult   9: 1 op, 32300.00 ns, 32.3000 us/op
WorkloadResult  10: 1 op, 32400.00 ns, 32.4000 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 33.9300 us, StdErr = 0.6566 us (1.94%); N = 10, StdDev = 2.0763 us
Min = 32.1000 us, Q1 = 32.3000 us, Median = 32.8000 us, Q3 = 36.0000 us, Max = 37.5000 us
IQR = 3.7000 us, LowerFence = 26.7500 us, UpperFence = 41.5500 us
ConfidenceInterval = [30.7909 us; 37.0691 us] (CI 99.9%), Margin = 3.1391 us (9.25% of Mean)
Skewness = 0.57, Kurtosis = 1.45, MValue = 2.67

// **************************
// Benchmark: ArrayAccessMethods.LinqAggregate: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "85ff9dab-d70c-40f7-ac3f-7c83f3589f19.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.LinqAggregate" --job "Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 3 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\85ff9dab-d70c-40f7-ac3f-7c83f3589f19\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-UXODAQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 345500.00 ns, 345.5000 us/op
WorkloadJitting  1: 1 op, 1591200.00 ns, 1.5912 ms/op

OverheadWarmup   1: 1 op, 6500.00 ns, 6.5000 us/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 1800.00 ns, 1.8000 us/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 1800.00 ns, 1.8000 us/op
OverheadActual  18: 1 op, 1700.00 ns, 1.7000 us/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 400.00 ns, 400.0000 ns/op

WorkloadWarmup   1: 1 op, 503100.00 ns, 503.1000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 482600.00 ns, 482.6000 us/op
WorkloadActual   2: 1 op, 488800.00 ns, 488.8000 us/op
WorkloadActual   3: 1 op, 502500.00 ns, 502.5000 us/op
WorkloadActual   4: 1 op, 486800.00 ns, 486.8000 us/op
WorkloadActual   5: 1 op, 493600.00 ns, 493.6000 us/op
WorkloadActual   6: 1 op, 490400.00 ns, 490.4000 us/op
WorkloadActual   7: 1 op, 491300.00 ns, 491.3000 us/op
WorkloadActual   8: 1 op, 502700.00 ns, 502.7000 us/op
WorkloadActual   9: 1 op, 515900.00 ns, 515.9000 us/op
WorkloadActual  10: 1 op, 487100.00 ns, 487.1000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 482300.00 ns, 482.3000 us/op
WorkloadResult   2: 1 op, 488500.00 ns, 488.5000 us/op
WorkloadResult   3: 1 op, 502200.00 ns, 502.2000 us/op
WorkloadResult   4: 1 op, 486500.00 ns, 486.5000 us/op
WorkloadResult   5: 1 op, 493300.00 ns, 493.3000 us/op
WorkloadResult   6: 1 op, 490100.00 ns, 490.1000 us/op
WorkloadResult   7: 1 op, 491000.00 ns, 491.0000 us/op
WorkloadResult   8: 1 op, 502400.00 ns, 502.4000 us/op
WorkloadResult   9: 1 op, 515600.00 ns, 515.6000 us/op
WorkloadResult  10: 1 op, 486800.00 ns, 486.8000 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 493.8700 us, StdErr = 3.1695 us (0.64%); N = 10, StdDev = 10.0229 us
Min = 482.3000 us, Q1 = 486.8000 us, Median = 490.5500 us, Q3 = 502.2000 us, Max = 515.6000 us
IQR = 15.4000 us, LowerFence = 463.7000 us, UpperFence = 525.3000 us
ConfidenceInterval = [478.7169 us; 509.0231 us] (CI 99.9%), Margin = 15.1531 us (3.07% of Mean)
Skewness = 0.89, Kurtosis = 2.55, MValue = 2

// **************************
// Benchmark: ArrayAccessMethods.LinqSum: Job-UNANWQ(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "85ff9dab-d70c-40f7-ac3f-7c83f3589f19.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.LinqSum" --job "Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 4 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\85ff9dab-d70c-40f7-ac3f-7c83f3589f19\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-AFSIGD(Server=True, InvocationCount=1, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 345200.00 ns, 345.2000 us/op
WorkloadJitting  1: 1 op, 1602200.00 ns, 1.6022 ms/op

OverheadWarmup   1: 1 op, 4900.00 ns, 4.9000 us/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   5: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   7: 1 op, 300.00 ns, 300.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  12: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 1700.00 ns, 1.7000 us/op

WorkloadWarmup   1: 1 op, 524700.00 ns, 524.7000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 504000.00 ns, 504.0000 us/op
