// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\f5a1d62c-c390-42d0-b26a-bfed21348d5b
// command took 2,1s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\f5a1d62c-c390-42d0-b26a-bfed21348d5b
// command took 3,17s and exited with 0
// ***** Done, took 00:00:05 (5.44 sec)   *****
// Found 6 benchmarks:
//   ArrayAccessMethods.ForCacheArray: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.For: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.ForEach: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqAggregate: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqSum: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqAll: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ArrayAccessMethods.ForCacheArray: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "f5a1d62c-c390-42d0-b26a-bfed21348d5b.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.ForCacheArray" --job "Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 0 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\f5a1d62c-c390-42d0-b26a-bfed21348d5b\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-VEARKI(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

Min = 41.4369 ms, Q1 = 41.4785 ms, Median = 41.5245 ms, Q3 = 41.6670 ms, Max = 41.8204 ms
IQR = 0.1885 ms, LowerFence = 41.1957 ms, UpperFence = 41.9497 ms
ConfidenceInterval = [41.3704 ms; 41.7957 ms] (CI 99.9%), Margin = 0.2126 ms (0.51% of Mean)
Skewness = 0.64, Kurtosis = 1.7, MValue = 2

// **************************
// Benchmark: ArrayAccessMethods.ForEach: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "f5a1d62c-c390-42d0-b26a-bfed21348d5b.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.ForEach" --job "Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 2 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\f5a1d62c-c390-42d0-b26a-bfed21348d5b\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-ORGVQD(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 484600.00 ns, 484.6000 us/op
WorkloadJitting  1: 1 op, 29459000.00 ns, 29.4590 ms/op

OverheadWarmup   1: 2 op, 4200.00 ns, 2.1000 us/op
OverheadWarmup   2: 2 op, 1800.00 ns, 900.0000 ns/op
OverheadWarmup   3: 2 op, 1700.00 ns, 850.0000 ns/op
OverheadWarmup   4: 2 op, 300.00 ns, 150.0000 ns/op
OverheadWarmup   5: 2 op, 300.00 ns, 150.0000 ns/op
OverheadWarmup   6: 2 op, 400.00 ns, 200.0000 ns/op
OverheadWarmup   7: 2 op, 500.00 ns, 250.0000 ns/op
OverheadWarmup   8: 2 op, 300.00 ns, 150.0000 ns/op
OverheadWarmup   9: 2 op, 300.00 ns, 150.0000 ns/op

OverheadActual   1: 2 op, 500.00 ns, 250.0000 ns/op
OverheadActual   2: 2 op, 1900.00 ns, 950.0000 ns/op
OverheadActual   3: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual   4: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual   5: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual   6: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual   7: 2 op, 500.00 ns, 250.0000 ns/op
OverheadActual   8: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual   9: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual  10: 2 op, 500.00 ns, 250.0000 ns/op
OverheadActual  11: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual  12: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual  13: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual  14: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual  15: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual  16: 2 op, 600.00 ns, 300.0000 ns/op
OverheadActual  17: 2 op, 600.00 ns, 300.0000 ns/op
OverheadActual  18: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual  19: 2 op, 600.00 ns, 300.0000 ns/op
OverheadActual  20: 2 op, 300.00 ns, 150.0000 ns/op

WorkloadWarmup   1: 2 op, 57637100.00 ns, 28.8186 ms/op

// BeforeActualRun
WorkloadActual   1: 2 op, 57190000.00 ns, 28.5950 ms/op
WorkloadActual   2: 2 op, 57163200.00 ns, 28.5816 ms/op
WorkloadActual   3: 2 op, 58089900.00 ns, 29.0450 ms/op
WorkloadActual   4: 2 op, 57113200.00 ns, 28.5566 ms/op
WorkloadActual   5: 2 op, 57645500.00 ns, 28.8228 ms/op
WorkloadActual   6: 2 op, 56792300.00 ns, 28.3962 ms/op
WorkloadActual   7: 2 op, 57057400.00 ns, 28.5287 ms/op
WorkloadActual   8: 2 op, 58224000.00 ns, 29.1120 ms/op
WorkloadActual   9: 2 op, 57695800.00 ns, 28.8479 ms/op
WorkloadActual  10: 2 op, 57097300.00 ns, 28.5487 ms/op

// AfterActualRun
WorkloadResult   1: 2 op, 57189600.00 ns, 28.5948 ms/op
WorkloadResult   2: 2 op, 57162800.00 ns, 28.5814 ms/op
WorkloadResult   3: 2 op, 58089500.00 ns, 29.0448 ms/op
WorkloadResult   4: 2 op, 57112800.00 ns, 28.5564 ms/op
WorkloadResult   5: 2 op, 57645100.00 ns, 28.8226 ms/op
WorkloadResult   6: 2 op, 56791900.00 ns, 28.3960 ms/op
WorkloadResult   7: 2 op, 57057000.00 ns, 28.5285 ms/op
WorkloadResult   8: 2 op, 58223600.00 ns, 29.1118 ms/op
WorkloadResult   9: 2 op, 57695400.00 ns, 28.8477 ms/op
WorkloadResult  10: 2 op, 57096900.00 ns, 28.5485 ms/op
GC:  0 0 0 0 0

// AfterAll

Mean = 28.7032 ms, StdErr = 0.0757 ms (0.26%); N = 10, StdDev = 0.2394 ms
Min = 28.3960 ms, Q1 = 28.5485 ms, Median = 28.5881 ms, Q3 = 28.8477 ms, Max = 29.1118 ms
IQR = 0.2993 ms, LowerFence = 28.0996 ms, UpperFence = 29.2966 ms
ConfidenceInterval = [28.3413 ms; 29.0651 ms] (CI 99.9%), Margin = 0.3619 ms (1.26% of Mean)
Skewness = 0.5, Kurtosis = 1.62, MValue = 2

// **************************
// Benchmark: ArrayAccessMethods.LinqAggregate: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "f5a1d62c-c390-42d0-b26a-bfed21348d5b.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.LinqAggregate" --job "Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 3 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\f5a1d62c-c390-42d0-b26a-bfed21348d5b\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-YPAMOE(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 464600.00 ns, 464.6000 us/op
WorkloadJitting  1: 1 op, 432616200.00 ns, 432.6162 ms/op

OverheadWarmup   1: 2 op, 4200.00 ns, 2.1000 us/op
OverheadWarmup   2: 2 op, 200.00 ns, 100.0000 ns/op
OverheadWarmup   3: 2 op, 1900.00 ns, 950.0000 ns/op
OverheadWarmup   4: 2 op, 300.00 ns, 150.0000 ns/op
OverheadWarmup   5: 2 op, 400.00 ns, 200.0000 ns/op
OverheadWarmup   6: 2 op, 200.00 ns, 100.0000 ns/op

OverheadActual   1: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual   2: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual   3: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual   4: 2 op, 500.00 ns, 250.0000 ns/op
OverheadActual   5: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual   6: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual   7: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual   8: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual   9: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual  10: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual  11: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual  12: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual  13: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual  14: 2 op, 600.00 ns, 300.0000 ns/op
OverheadActual  15: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual  16: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual  17: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual  18: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual  19: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual  20: 2 op, 400.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 2 op, 867134300.00 ns, 433.5672 ms/op

// BeforeActualRun
WorkloadActual   1: 2 op, 858746500.00 ns, 429.3733 ms/op
WorkloadActual   2: 2 op, 898121500.00 ns, 449.0608 ms/op
WorkloadActual   3: 2 op, 884930600.00 ns, 442.4653 ms/op
WorkloadActual   4: 2 op, 865952300.00 ns, 432.9762 ms/op
WorkloadActual   5: 2 op, 892939100.00 ns, 446.4696 ms/op
WorkloadActual   6: 2 op, 869415900.00 ns, 434.7080 ms/op
WorkloadActual   7: 2 op, 874986800.00 ns, 437.4934 ms/op
WorkloadActual   8: 2 op, 859463400.00 ns, 429.7317 ms/op
WorkloadActual   9: 2 op, 860501400.00 ns, 430.2507 ms/op
WorkloadActual  10: 2 op, 867724800.00 ns, 433.8624 ms/op

// AfterActualRun
WorkloadResult   1: 2 op, 858746200.00 ns, 429.3731 ms/op
WorkloadResult   2: 2 op, 898121200.00 ns, 449.0606 ms/op
WorkloadResult   3: 2 op, 884930300.00 ns, 442.4652 ms/op
WorkloadResult   4: 2 op, 865952000.00 ns, 432.9760 ms/op
WorkloadResult   5: 2 op, 892938800.00 ns, 446.4694 ms/op
WorkloadResult   6: 2 op, 869415600.00 ns, 434.7078 ms/op
WorkloadResult   7: 2 op, 874986500.00 ns, 437.4933 ms/op
WorkloadResult   8: 2 op, 859463100.00 ns, 429.7316 ms/op
WorkloadResult   9: 2 op, 860501100.00 ns, 430.2506 ms/op
WorkloadResult  10: 2 op, 867724500.00 ns, 433.8623 ms/op
GC:  0 0 0 0 0

// AfterAll

Mean = 436.6390 ms, StdErr = 2.2405 ms (0.51%); N = 10, StdDev = 7.0851 ms
Min = 429.3731 ms, Q1 = 430.2506 ms, Median = 434.2850 ms, Q3 = 442.4652 ms, Max = 449.0606 ms
IQR = 12.2146 ms, LowerFence = 411.9287 ms, UpperFence = 460.7871 ms
ConfidenceInterval = [425.9274 ms; 447.3506 ms] (CI 99.9%), Margin = 10.7116 ms (2.45% of Mean)
Skewness = 0.57, Kurtosis = 1.64, MValue = 2

// **************************
// Benchmark: ArrayAccessMethods.LinqSum: Job-QNDYYO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "f5a1d62c-c390-42d0-b26a-bfed21348d5b.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.LinqSum" --job "Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 4 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\f5a1d62c-c390-42d0-b26a-bfed21348d5b\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-MLAOGE(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 449300.00 ns, 449.3000 us/op
WorkloadJitting  1: 1 op, 540543900.00 ns, 540.5439 ms/op

OverheadWarmup   1: 2 op, 4800.00 ns, 2.4000 us/op
OverheadWarmup   2: 2 op, 300.00 ns, 150.0000 ns/op
OverheadWarmup   3: 2 op, 300.00 ns, 150.0000 ns/op
OverheadWarmup   4: 2 op, 300.00 ns, 150.0000 ns/op
OverheadWarmup   5: 2 op, 300.00 ns, 150.0000 ns/op
OverheadWarmup   6: 2 op, 300.00 ns, 150.0000 ns/op

OverheadActual   1: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual   2: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual   3: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual   4: 2 op, 400.00 ns, 200.0000 ns/op
OverheadActual   5: 2 op, 500.00 ns, 250.0000 ns/op
OverheadActual   6: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual   7: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual   8: 2 op, 1800.00 ns, 900.0000 ns/op
OverheadActual   9: 2 op, 500.00 ns, 250.0000 ns/op
